Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link
CASP7	Caspase 7	Protein Coding	P55210	62	GC10P113679	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP7
CD55	CD55 Molecule (Cromer Blood Group)	Protein Coding	P08174	62	GC01P207321	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD55
GSN	Gelsolin	Protein Coding	P06396	62	GC09P121201	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSN
HCK	"HCK Proto-Oncogene, Src Family Tyrosine Kinase"	Protein Coding	P08631	62	GC20P032052	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCK
MCL1	"MCL1 Apoptosis Regulator, BCL2 Family Member"	Protein Coding	Q07820	62	GC01M167251	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCL1
MLH1	MutL Homolog 1	Protein Coding	P40692	62	GC03P036993	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLH1
MST1R	Macrophage Stimulating 1 Receptor	Protein Coding	Q04912	62	GC03M054793	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MST1R
NTRK1	Neurotrophic Receptor Tyrosine Kinase 1	Protein Coding	P04629	62	GC01P156815	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK1
TRPC6	Transient Receptor Potential Cation Channel Subfamily C Member 6	Protein Coding	Q9Y210	62	GC11M101451	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC6
CTBP1	C-Terminal Binding Protein 1	Protein Coding	Q13363	61	GC04M001211	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTBP1
DICER1	"Dicer 1, Ribonuclease III"	Protein Coding	Q9UPY3	61	GC14M095086	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DICER1
ERCC3	"ERCC Excision Repair 3, TFIIH Core Complex Helicase Subunit"	Protein Coding	P19447	61	GC02M127257	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC3
LRP2	LDL Receptor Related Protein 2	Protein Coding	P98164	61	GC02M169127	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP2
MAPK9	Mitogen-Activated Protein Kinase 9	Protein Coding	P45984	61	GC05M183397	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK9
PRNP	Prion Protein (Kanno Blood Group)	Protein Coding	F7VJQ1	61	GC20P004686	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRNP
PTGER2	Prostaglandin E Receptor 2	Protein Coding	P43116	61	GC14P052314	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER2
SMPD1	Sphingomyelin Phosphodiesterase 1	Protein Coding	P17405	61	GC11P006390	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMPD1
SREBF1	Sterol Regulatory Element Binding Transcription Factor 1	Protein Coding	P36956	61	GC17M017810	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREBF1
TTN	Titin	Protein Coding	Q8WZ42	61	GC02M178525	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTN
BIRC3	Baculoviral IAP Repeat Containing 3	Protein Coding	Q13489	60	GC11P102317	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC3
CASP4	Caspase 4	Protein Coding	P49662	60	GC11M104942	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP4
CCNB1	Cyclin B1	Protein Coding	P14635	60	GC05P069167	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNB1
CDH5	Cadherin 5	Protein Coding	P33151	60	GC16P066366	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH5
CEBPA	CCAAT Enhancer Binding Protein Alpha	Protein Coding	P49715	60	GC19M033299	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPA
CYP27A1	Cytochrome P450 Family 27 Subfamily A Member 1	Protein Coding	Q02318	60	GC02P218781	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP27A1
EPHA3	EPH Receptor A3	Protein Coding	P29320	60	GC03P089077	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA3
INPP5D	Inositol Polyphosphate-5-Phosphatase D	Protein Coding	Q92835	60	GC02P233059	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5D
LOX	Lysyl Oxidase	Protein Coding	P28300	60	GC05M122063	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOX
MCM2	Minichromosome Maintenance Complex Component 2	Protein Coding	P49736	60	GC03P127598	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM2
NEDD4	NEDD4 E3 Ubiquitin Protein Ligase	Protein Coding	P46934	60	GC15M055826	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD4
PPP2R1A	Protein Phosphatase 2 Scaffold Subunit Aalpha	Protein Coding	P30153	60	GC19P152992	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R1A
PRF1	Perforin 1	Protein Coding	P14222	60	GC10M070597	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRF1
PRLR	Prolactin Receptor	Protein Coding	P16471	60	GC05M035048	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRLR
SETD2	"SET Domain Containing 2, Histone Lysine Methyltransferase"	Protein Coding	Q9BYW2	60	GC03M047033	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD2
SLC9A3	Solute Carrier Family 9 Member A3	Protein Coding	P48764	60	GC05M000472	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A3
ST3GAL5	"ST3 Beta-Galactoside Alpha-2,3-Sialyltransferase 5"	Protein Coding	Q9UNP4	60	GC02M085911	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST3GAL5
TARDBP	TAR DNA Binding Protein	Protein Coding	Q13148	60	GC01P075344	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARDBP
THBS2	Thrombospondin 2	Protein Coding	P35442	60	GC06M169215	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBS2
TNFRSF17	TNF Receptor Superfamily Member 17	Protein Coding	Q02223	60	GC16P011965	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF17
XDH	Xanthine Dehydrogenase	Protein Coding	P47989	60	GC02M031334	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=XDH
COL4A2	Collagen Type IV Alpha 2 Chain	Protein Coding	P08572	59	GC13P110305	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A2
CSK	C-Terminal Src Kinase	Protein Coding	P41240	59	GC15P074782	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSK
CXCL12	C-X-C Motif Chemokine Ligand 12	Protein Coding	P48061	59	GC10M044370	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL12
ERCC4	"ERCC Excision Repair 4, Endonuclease Catalytic Subunit"	Protein Coding	Q92889	59	GC16P013920	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC4
MAP4K4	Mitogen-Activated Protein Kinase Kinase Kinase Kinase 4	Protein Coding	O95819	59	GC02P101696	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP4K4
POLH	DNA Polymerase Eta	Protein Coding	Q9Y253	59	GC06P043576	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLH
RPS6KA2	Ribosomal Protein S6 Kinase A2	Protein Coding	Q15349	59	GC06M166409	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA2
TXN	Thioredoxin	Protein Coding	P10599	59	GC09M110243	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXN
COL4A3	Collagen Type IV Alpha 3 Chain	Protein Coding	Q01955	58	GC02P227164	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A3
ERCC5	"ERCC Excision Repair 5, Endonuclease"	Protein Coding	P28715	58	GC13P102845	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC5
FEN1	Flap Structure-Specific Endonuclease 1	Protein Coding	P39748	58	GC11P107454	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FEN1
GALC	Galactosylceramidase	Protein Coding	P54803	58	GC14M087837	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALC
KPNA2	Karyopherin Subunit Alpha 2	Protein Coding	P52292	58	GC17P068035	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA2
LATS2	Large Tumor Suppressor Kinase 2	Protein Coding	Q9NRM7	58	GC13M020973	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LATS2
NCOA1	Nuclear Receptor Coactivator 1	Protein Coding	Q15788	58	GC02P024540	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA1
NME2	NME/NM23 Nucleoside Diphosphate Kinase 2	Protein Coding	P22392	58	GC17P051165	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NME2
NUMB	NUMB Endocytic Adaptor Protein	Protein Coding	P49757	58	GC14M073275	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUMB
PPP2R2A	Protein Phosphatase 2 Regulatory Subunit Balpha	Protein Coding	P63151	58	GC08P026302	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R2A
PTGIR	Prostaglandin I2 Receptor	Protein Coding	P43119	58	GC19M108935	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGIR
PXN	Paxillin	Protein Coding	P49023	58	GC12M120210	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXN
RASGRP1	RAS Guanyl Releasing Protein 1	Protein Coding	O95267	58	GC15M038488	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASGRP1
SFN	Stratifin	Protein Coding	P31947	58	GC01P076458	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFN
SIK2	Salt Inducible Kinase 2	Protein Coding	Q9H0K1	58	GC11P113445	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIK2
SOX9	SRY-Box Transcription Factor 9	Protein Coding	P48436	58	GC17P072121	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX9
XPA	"XPA, DNA Damage Recognition And Repair Factor"	Protein Coding	P23025	58	GC09M097654	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPA
XPC	"XPC Complex Subunit, DNA Damage Recognition And Repair Factor"	Protein Coding	Q01831	58	GC03M028673	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPC
ARRB1	Arrestin Beta 1	Protein Coding	P49407	57	GC11M140080	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARRB1
CADM1	Cell Adhesion Molecule 1	Protein Coding	Q9BY67	57	GC11M115169	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CADM1
CNR2	Cannabinoid Receptor 2	Protein Coding	P34972	57	GC01M023870	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNR2
CTSZ	Cathepsin Z	Protein Coding	Q9UBR2	57	GC20M058999	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSZ
EPX	Eosinophil Peroxidase	Protein Coding	P11678	57	GC17P058192	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPX
FCN2	Ficolin 2	Protein Coding	Q15485	57	GC09P134864	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCN2
LFNG	LFNG O-Fucosylpeptide 3-Beta-N-Acetylglucosaminyltransferase	Protein Coding	Q8NES3	57	GC07P002512	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LFNG
MAP3K14	Mitogen-Activated Protein Kinase Kinase Kinase 14	Protein Coding	Q99558	57	GC17M045263	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K14
MTTP	Microsomal Triglyceride Transfer Protein	Protein Coding	P55157	57	GC04P099563	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTTP
PLTP	Phospholipid Transfer Protein	Protein Coding	P55058	57	GC20M045898	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLTP
PNPT1	Polyribonucleotide Nucleotidyltransferase 1	Protein Coding	Q8TCS8	57	GC02M055634	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPT1
RNASET2	Ribonuclease T2	Protein Coding	O00584	57	GC06M166924	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASET2
TXNRD1	Thioredoxin Reductase 1	Protein Coding	Q16881	57	GC12P104215	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNRD1
UGCG	UDP-Glucose Ceramide Glucosyltransferase	Protein Coding	Q16739	57	GC09P111896	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGCG
C8B	Complement C8 Beta Chain	Protein Coding	P07358	56	GC01M056929	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=C8B
CYP2R1	Cytochrome P450 Family 2 Subfamily R Member 1	Protein Coding	Q6VVX0	56	GC11M014877	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2R1
DNM3	Dynamin 3	Protein Coding	Q9UQ16	56	GC01P177364	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM3
EMX2	Empty Spiracles Homeobox 2	Protein Coding	Q04743	56	GC10P117542	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMX2
FABP7	Fatty Acid Binding Protein 7	Protein Coding	O15540	56	GC06P182970	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP7
IGFBP4	Insulin Like Growth Factor Binding Protein 4	Protein Coding	P22692	56	GC17P040443	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP4
LTC4S	Leukotriene C4 Synthase	Protein Coding	Q16873	56	GC05P179793	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTC4S
P2RY11	Purinergic Receptor P2Y11	Protein Coding	Q96G91	56	GC19P151786	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY11
SYT2	Synaptotagmin 2	Protein Coding	Q8N9I0	56	GC01M202559	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT2
UBE2T	Ubiquitin Conjugating Enzyme E2 T	Protein Coding	Q9NPD8	56	GC01M202332	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2T
BANF1	Barrier To Autointegration Nuclear Assembly Factor 1	Protein Coding	O75531	55	GC11P066002	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BANF1
CALM3	Calmodulin 3	Protein Coding	P0DP25	55	GC19P046601	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALM3
CD151	CD151 Molecule (Raph Blood Group)	Protein Coding	P48509	55	GC11P020266	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD151
CD5	CD5 Molecule	Protein Coding	P06127	55	GC11P107379	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD5
CDC37	"Cell Division Cycle 37, HSP90 Cochaperone"	Protein Coding	Q16543	55	GC19M010391	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC37
CES2	Carboxylesterase 2	Protein Coding	O00748	55	GC16P066934	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CES2
CTBP2	C-Terminal Binding Protein 2	Protein Coding	P56545	55	GC10M124984	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTBP2
DPP9	Dipeptidyl Peptidase 9	Protein Coding	Q86TI2	55	GC19M107901	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP9
EPO	Erythropoietin	Protein Coding	P01588	55	GC07P100720	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPO
FADS1	Fatty Acid Desaturase 1	Protein Coding	O60427	55	GC11M061799	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS1
ITIH4	Inter-Alpha-Trypsin Inhibitor Heavy Chain 4	Protein Coding	Q14624	55	GC03M052812	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITIH4
NLRP2	NLR Family Pyrin Domain Containing 2	Protein Coding	Q9NX02	55	GC19P054953	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP2
NR1I2	Nuclear Receptor Subfamily 1 Group I Member 2	Protein Coding	O75469	55	GC03P119780	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1I2
PTGDR2	Prostaglandin D2 Receptor 2	Protein Coding	Q9Y5Y4	55	GC11M060850	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGDR2
SP3	Sp3 Transcription Factor	Protein Coding	Q02447	55	GC02M173882	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP3
SULT1A1	Sulfotransferase Family 1A Member 1	Protein Coding	P50225	55	GC16M050830	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT1A1
TAB1	TGF-Beta Activated Kinase 1 (MAP3K7) Binding Protein 1	Protein Coding	Q15750	55	GC22P092180	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAB1
TRADD	TNFRSF1A Associated Via Death Domain	Protein Coding	Q15628	55	GC16M067154	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRADD
TREX1	Three Prime Repair Exonuclease 1	Protein Coding	Q9NSU2	55	GC03P064970	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREX1
TRPV3	Transient Receptor Potential Cation Channel Subfamily V Member 3	Protein Coding	Q8NET8	55	GC17M096001	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV3
UBE2D2	Ubiquitin Conjugating Enzyme E2 D2	Protein Coding	P62837	55	GC05P139526	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2D2
ZBTB16	Zinc Finger And BTB Domain Containing 16	Protein Coding	Q05516	55	GC11P114059	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB16
APOBEC3G	Apolipoprotein B MRNA Editing Enzyme Catalytic Subunit 3G	Protein Coding	Q9HC16	54	GC22P092170	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOBEC3G
CBX3	Chromobox 3	Protein Coding	Q13185	54	GC07P026201	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX3
CNOT1	CCR4-NOT Transcription Complex Subunit 1	Protein Coding	A5YKK6	54	GC16M058519	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT1
CXCR5	C-X-C Motif Chemokine Receptor 5	Protein Coding	P32302	54	GC11P125200	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR5
DUSP10	Dual Specificity Phosphatase 10	Protein Coding	Q9Y6W6	54	GC01M221701	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP10
F11R	F11 Receptor	Protein Coding	Q9Y624	54	GC01M160995	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=F11R
FADS2	Fatty Acid Desaturase 2	Protein Coding	O95864	54	GC11P061792	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS2
FBXO11	F-Box Protein 11	Protein Coding	Q86XK2	54	GC02M047789	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO11
HTR2B	5-Hydroxytryptamine Receptor 2B	Protein Coding	P41595	54	GC02M231108	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR2B
MLX	MAX Dimerization Protein MLX	Protein Coding	Q9UH92	54	GC17P042567	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLX
PFKFB4	"6-Phosphofructo-2-Kinase/Fructose-2,6-Biphosphatase 4"	Protein Coding	Q16877	54	GC03M048517	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB4
PIGR	Polymeric Immunoglobulin Receptor	Protein Coding	P01833	54	GC01M206928	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGR
PNKD	PNKD Metallo-Beta-Lactamase Domain Containing	Protein Coding	Q8N490	54	GC02P218270	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNKD
PROCR	Protein C Receptor	Protein Coding	Q9UNN8	54	GC20P035171	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROCR
PTGER1	Prostaglandin E Receptor 1	Protein Coding	P34995	54	GC19M108266	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER1
RCOR1	REST Corepressor 1	Protein Coding	Q9UKL0	54	GC14P102592	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCOR1
S100A6	S100 Calcium Binding Protein A6	Protein Coding	P06703	54	GC01M167362	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A6
SSBP1	Single Stranded DNA Binding Protein 1	Protein Coding	Q04837	54	GC07P167780	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSBP1
TFF3	Trefoil Factor 3	Protein Coding	Q07654	54	GC21M042311	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFF3
UBR5	Ubiquitin Protein Ligase E3 Component N-Recognin 5	Protein Coding	O95071	54	GC08M102252	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR5
BCL2A1	BCL2 Related Protein A1	Protein Coding	Q16548	53	GC15M162933	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2A1
CTRL	Chymotrypsin Like	Protein Coding	P40313	53	GC16M067927	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTRL
DLX3	Distal-Less Homeobox 3	Protein Coding	O60479	53	GC17M049990	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLX3
MLH3	MutL Homolog 3	Protein Coding	Q9UHC1	53	GC14M075013	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLH3
NDUFAF1	NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 1	Protein Coding	Q9Y375	53	GC15M041387	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF1
SLAMF1	Signaling Lymphocytic Activation Molecule Family Member 1	Protein Coding	Q13291	53	GC01M160608	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLAMF1
SPRED2	Sprouty Related EVH1 Domain Containing 2	Protein Coding	Q7Z698	53	GC02M065307	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRED2
ACKR3	Atypical Chemokine Receptor 3	Protein Coding	P25106	52	GC02P236537	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACKR3
ACSL6	Acyl-CoA Synthetase Long Chain Family Member 6	Protein Coding	Q9UKU0	52	GC05M131949	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSL6
CEP250	Centrosomal Protein 250	Protein Coding	Q9BV73	52	GC20P035455	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP250
ITPKA	Inositol-Trisphosphate 3-Kinase A	Protein Coding	P23677	52	GC15P041493	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPKA
NFAT5	Nuclear Factor Of Activated T Cells 5	Protein Coding	O94916	52	GC16P069565	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFAT5
NLRP7	NLR Family Pyrin Domain Containing 7	Protein Coding	Q8WX94	52	GC19M054923	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP7
PRG2	"Proteoglycan 2, Pro Eosinophil Major Basic Protein"	Protein Coding	P13727	52	GC11M057386	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRG2
RBBP7	"RB Binding Protein 7, Chromatin Remodeling Factor"	Protein Coding	Q16576	52	GC0XM016839	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBBP7
